id,manufacturer,model,icao24,callsign,origin_country,altitude_m,velocity_ms,estimated_fuel_burn_kg_h,estimated_co2_kg_h,captured_at,loaded_at
189,Airbus,A319 112,461f31,FIN2056,Finland,11879.58,247.66,2300,7268,2026-08-17 19:53:57,2026-08-17 20:37:37.750911
190,Airbus,A321-251NX,4076e4,BAW313,United Kingdom,7315.2,191.7,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
191,Boeing,737NG 8JP/W,47945c,NOZ97B,Norway,11277.6,210.14,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
192,Airbus,A319 112,3c48f0,LHX2AA,Germany,1059.18,97.72,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
193,Airbus,A319 112,3c48f1,EWG7XR,Germany,,0,2300,7268,2026-08-17 20:37:22,2026-08-17 20:37:37.750911
194,Airbus,A319 112,3c48e8,LHX3VX,Germany,1493.52,121.04,2300,7268,2026-08-17 20:33:31,2026-08-17 20:37:37.750911
195,Airbus,A319 112,3c48ea,EWG7PC,Germany,8199.12,250.37,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
196,Airbus,A319 112,3c48ee,EWG43FN,Germany,10363.2,192.51,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
197,Boeing,777 306ER,484cba,KLM835,Kingdom of the Netherlands,9448.8,267.43,7500,23700,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
198,Boeing,737NG 7K2/W,484cb7,KLM93V,Kingdom of the Netherlands,12496.8,250.31,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
199,Boeing,737NG 8K2/W,484cb4,KLM47K,Kingdom of the Netherlands,6385.56,164.28,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
200,Airbus,A330 243,780d23,CES708,China,10668,258.97,5000,15800,2026-08-17 19:53:51,2026-08-17 20:37:37.750911
201,Airbus,A321 231SL,461fa0,FIN8BC,Finland,10972.8,242.42,2700,8532,2026-08-17 20:37:11,2026-08-17 20:37:37.750911
202,Airbus,A321 231SL,461fa1,FIN7PW,Finland,11277.6,249.2,2700,8532,2026-08-17 20:26:52,2026-08-17 20:37:37.750911
203,Airbus,AIRBUS A320-214,40666d,EZY87MY,United Kingdom,11285.22,221.54,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
204,Airbus,AIRBUS A320-214,40666a,EZY34RN,United Kingdom,10972.8,222.52,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
205,Boeing,BOEING 737-8K5,40665f,TOM125,United Kingdom,11582.4,214.33,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
206,Boeing,Boeing 777-39L(ER),780bf7,CCA938,China,7010.4,238.81,7500,23700,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
207,Boeing,BOEING 737-8K5,40660e,TOM2BG,United Kingdom,11582.4,212.63,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
208,Airbus,A320-251N,40792f,BAW756,United Kingdom,11277.6,259.02,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
209,Airbus,Airbus A320-251N,40792e,BAW562,United Kingdom,4655.82,205.22,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
210,Airbus,A321 231SL,345248,VLG3181,Spain,10347.96,232.12,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
211,Airbus,A321 231SL,345249,VLG8LR,Spain,9448.8,239.33,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
212,Boeing,Boeing 737-8AS,407914,EXS45YK,United Kingdom,6096,198.06,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
